origin,date,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib
EWR,12/1/2013,22,46.94,30.02,51.55,230,5.7539,6.621473042,0.0,1017.9,10.0
EWR,3/5/2013,0,35.96,17.06,45.76,290,14.96014,17.2158299092,0.0,1011.4,10.0
EWR,10/2/2013,5,60.98,55.04,80.78,220,3.45234,3.9728838252,0.0,1014.6,10.0
EWR,11/23/2013,13,41.0,21.92,46.23,340,10.35702,11.9186514756,0.0,1017.5,10.0
EWR,4/28/2013,14,64.04,39.92,41.06,NA,3.45234,3.9728838252,0.0,1026.0,10.0
EWR,4/14/2013,14,57.02,30.92,36.87,290,17.2617,19.864419126,0.0,1017.8,10.0
EWR,1/18/2013,9,30.02,17.06,58.08,360,5.7539,6.621473042,0.0,1020.5,10.0
EWR,8/15/2013,3,64.94,50.0,58.39,290,6.90468,7.9457676504,0.0,1017.8,10.0
EWR,4/5/2013,5,41.0,24.98,52.56,200,9.20624,10.5943568672,0.0,1017.9,10.0
EWR,9/21/2013,4,60.08,55.94,86.18,220,4.60312,5.2971784336,0.0,1016.4,10.0
EWR,11/10/2013,20,51.08,35.06,54.09,290,14.96014,17.2158299092,0.0,1013.4,10.0
EWR,11/26/2013,19,37.04,28.04,69.63,80,3.45234,3.9728838252,0.01,1023.3,6.0
EWR,9/7/2013,0,66.02,42.08,41.67,300,5.7539,6.621473042,0.0,1021.3,10.0
EWR,3/8/2013,3,33.8,32.0,93.03,340,11.5078,13.242946084,0.02,NA,2.0
EWR,3/9/2013,14,41.0,24.98,52.56,360,13.80936,15.8915353008,0.0,1025.0,10.0
EWR,12/21/2013,5,44.06,39.02,82.31,220,5.7539,6.621473042,0.0,1015.0,10.0
EWR,8/10/2013,12,75.92,60.98,59.84,320,10.35702,11.9186514756,0.0,1015.5,10.0
EWR,1/1/2013,15,41.0,28.04,59.65,260,13.80936,15.8915353008,0.0,1012.4,10.0
EWR,9/13/2013,15,69.98,57.92,65.54,290,10.35702,11.9186514756,0.0,1005.9,10.0
EWR,9/15/2013,6,51.08,44.06,76.8,240,4.60312,5.2971784336,0.0,1020.8,10.0
EWR,7/14/2013,12,80.96,73.94,79.27,260,10.35702,11.9186514756,0.0,1027.1,10.0
EWR,8/24/2013,10,62.96,51.08,65.14,20,9.20624,10.5943568672,0.0,1023.8,10.0
EWR,10/13/2013,2,62.96,53.06,70.07,40,11.5078,13.242946084,0.0,1025.5,10.0
EWR,5/10/2013,18,80.96,53.96,39.36,250,10.35702,11.9186514756,0.0,1013.9,10.0
EWR,12/18/2013,18,37.04,21.02,51.95,280,13.80936,15.8915353008,0.0,1017.3,10.0
EWR,9/18/2013,21,66.92,50.0,54.51,150,9.20624,10.5943568672,0.0,1022.7,10.0
EWR,2/27/2013,9,39.02,37.94,95.86,30,16.11092,18.5401245176,0.15,1005.5,5.0
EWR,5/5/2013,14,53.96,37.04,52.61,110,4.60312,5.2971784336,0.0,1025.6,10.0
EWR,10/26/2013,9,33.08,28.94,84.56,210,4.60312,5.2971784336,0.0,1022.8,10.0
EWR,9/2/2013,19,75.2,71.6,88.59,240,9.20624,10.5943568672,0.0,NA,8.0
EWR,8/24/2013,15,75.02,50.0,41.38,360,11.5078,13.242946084,0.0,1025.9,10.0
EWR,2/27/2013,1,39.2,30.2,69.88,70,18.41248,21.1887137344,0.0,NA,10.0
EWR,10/23/2013,23,50.0,35.06,56.3,300,12.65858,14.5672406924,0.0,1005.7,10.0
EWR,5/26/2013,13,59.0,35.96,42.02,280,19.56326,22.5130083428,0.0,1016.7,10.0
EWR,11/9/2013,23,48.02,26.06,42.07,190,9.20624,10.5943568672,0.0,1019.6,10.0
EWR,8/16/2013,11,68.0,57.02,67.91,0,0.0,0.0,0.0,1021.0,10.0
EWR,2/7/2013,2,32.0,6.98,34.31,350,13.80936,15.8915353008,0.0,1026.9,10.0
EWR,7/3/2013,4,75.02,69.98,84.34,210,10.35702,11.9186514756,0.0,1021.9,10.0
EWR,3/14/2013,10,30.92,12.02,44.92,270,17.2617,19.864419126,0.0,1013.0,10.0
EWR,9/8/2013,21,78.98,46.04,31.28,320,16.11092,18.5401245176,0.0,1012.5,10.0
EWR,2/6/2013,20,39.02,17.06,40.57,290,16.11092,18.5401245176,0.0,1020.9,10.0
EWR,9/22/2013,5,64.94,62.96,93.3,260,5.7539,6.621473042,0.09,1005.1,6.0
EWR,11/8/2013,6,42.98,32.0,64.93,270,9.20624,10.5943568672,0.0,1014.7,10.0
EWR,4/13/2013,19,59.0,32.0,35.87,230,13.80936,15.8915353008,0.0,1011.2,10.0
EWR,11/17/2013,19,60.8,57.2,87.92,0,0.0,0.0,0.0,NA,2.0
EWR,2/11/2013,11,35.6,33.8,93.08,0,0.0,0.0,0.04,NA,4.0
EWR,10/12/2013,23,66.02,53.06,62.96,60,16.11092,18.5401245176,0.0,1023.9,10.0
EWR,4/25/2013,6,57.92,39.92,51.02,270,18.41248,21.1887137344,0.0,1013.5,10.0
EWR,8/17/2013,4,66.02,53.96,65.07,230,4.60312,5.2971784336,0.0,1023.2,10.0
EWR,1/18/2013,23,26.96,5.0,38.5,220,5.7539,6.621473042,0.0,1032.3,10.0
EWR,6/12/2013,3,71.96,57.92,61.28,290,11.5078,13.242946084,0.0,1006.7,10.0
EWR,3/19/2013,11,37.04,35.06,92.46,40,14.96014,17.2158299092,0.0,1008.2,9.0
EWR,3/20/2013,18,46.94,17.06,29.94,250,20.71404,23.8373029512,0.0,1009.1,10.0
EWR,11/25/2013,22,33.08,12.02,41.17,210,13.80936,15.8915353008,0.0,1029.1,10.0
EWR,11/18/2013,3,57.02,55.04,93.08,120,4.60312,5.2971784336,0.0,1009.9,7.0
EWR,11/27/2013,3,44.96,44.96,100.0,50,8.05546,9.2700622588,0.12,1011.5,3.0
EWR,7/20/2013,23,80.96,73.04,76.9,200,6.90468,7.9457676504,0.0,1008.4,9.0
EWR,3/5/2013,13,35.96,21.02,54.21,350,12.65858,14.5672406924,0.0,1016.7,10.0
EWR,7/7/2013,7,80.06,71.96,76.36,220,4.60312,5.2971784336,0.0,1017.3,10.0
EWR,2/27/2013,5,37.94,35.96,92.49,50,17.2617,19.864419126,0.18,1011.8,5.0
EWR,4/3/2013,15,42.98,10.94,26.61,280,14.96014,17.2158299092,0.0,1021.4,10.0
EWR,10/10/2013,4,57.92,48.92,71.9,30,10.35702,11.9186514756,0.0,1025.1,10.0
EWR,10/4/2013,18,89.06,62.06,40.6,280,9.20624,10.5943568672,0.0,1014.9,10.0
EWR,1/7/2013,22,42.08,17.96,37.46,320,3.45234,3.9728838252,0.0,1029.1,10.0
EWR,5/8/2013,21,62.6,57.2,82.5,90,5.7539,6.621473042,0.0,NA,9.0
EWR,2/6/2013,22,37.04,14.0,38.38,310,10.35702,11.9186514756,0.0,1023.2,10.0
EWR,8/26/2013,0,75.02,51.08,43.08,210,6.90468,7.9457676504,0.0,1024.3,10.0
EWR,9/26/2013,2,62.06,51.08,67.24,0,0.0,0.0,0.0,1013.5,10.0
EWR,12/5/2013,21,57.92,53.06,83.82,180,3.45234,3.9728838252,0.0,1015.5,6.0
EWR,11/20/2013,5,35.06,19.94,53.66,340,11.5078,13.242946084,0.0,1028.3,10.0
EWR,4/28/2013,22,60.98,32.0,33.42,140,8.05546,9.2700622588,0.0,1022.8,10.0
EWR,12/5/2013,7,48.02,46.04,92.81,10,4.60312,5.2971784336,0.0,1019.9,4.0
EWR,6/11/2013,8,71.6,69.8,94.06,220,11.5078,13.242946084,0.0,NA,10.0
EWR,1/25/2013,5,15.08,-2.92,44.04,290,16.11092,18.5401245176,0.0,1029.7,10.0
EWR,3/6/2013,9,39.92,30.92,69.96,70,17.2617,19.864419126,0.0,1012.8,10.0
EWR,6/12/2013,17,78.98,51.08,37.78,320,24.16638,27.8101867764,0.0,1009.1,10.0
EWR,6/7/2013,10,62.06,60.98,96.25,100,8.05546,9.2700622588,0.08,1013.1,4.0
EWR,3/13/2013,21,46.94,24.08,40.35,270,13.80936,15.8915353008,0.0,1009.6,10.0
EWR,8/18/2013,9,66.92,57.92,72.81,40,3.45234,3.9728838252,0.0,1024.0,10.0
EWR,10/16/2013,1,60.98,51.08,69.86,90,6.90468,7.9457676504,0.0,1020.9,10.0
EWR,7/9/2013,6,75.02,66.02,73.59,240,6.90468,7.9457676504,0.0,1017.1,10.0
EWR,6/19/2013,4,64.94,62.06,90.39,10,12.65858,14.5672406924,0.0,1011.9,10.0
EWR,1/24/2013,17,24.08,-7.96,23.52,310,24.16638,27.8101867764,0.0,1023.8,10.0
EWR,9/12/2013,20,82.04,71.06,69.43,150,9.20624,10.5943568672,0.0,1006.3,10.0
EWR,7/9/2013,3,78.08,64.94,64.03,230,10.35702,11.9186514756,0.0,1017.3,10.0
EWR,10/20/2013,16,62.96,35.96,36.51,290,10.35702,11.9186514756,0.0,1014.3,10.0
EWR,10/7/2013,21,66.2,64.4,93.92,210,14.96014,17.2158299092,0.0,NA,9.0
EWR,9/8/2013,7,69.08,57.02,65.44,250,9.20624,10.5943568672,0.0,1011.1,10.0
EWR,6/19/2013,14,69.98,51.98,52.8,10,11.5078,13.242946084,0.0,1017.5,10.0
EWR,2/14/2013,8,33.8,30.2,86.49,300,4.60312,5.2971784336,0.0,NA,10.0
EWR,7/9/2013,13,84.02,69.08,60.87,280,3.45234,3.9728838252,0.0,1017.9,10.0
EWR,7/16/2013,0,91.04,68.0,46.93,320,9.20624,10.5943568672,0.0,1020.4,10.0
EWR,12/12/2013,6,26.06,15.08,62.7,270,5.7539,6.621473042,0.0,1024.2,10.0
EWR,12/14/2013,6,30.92,19.04,60.97,30,8.05546,9.2700622588,0.0,1028.1,10.0
EWR,9/13/2013,19,75.92,55.04,48.34,300,16.11092,18.5401245176,0.0,1004.9,10.0
EWR,9/11/2013,16,93.02,75.02,55.99,190,8.05546,9.2700622588,0.0,1018.1,8.0
EWR,11/22/2013,17,55.04,50.0,83.08,250,10.35702,11.9186514756,0.0,1018.4,9.0
EWR,1/22/2013,0,32.0,14.0,46.92,300,8.05546,9.2700622588,0.0,1011.9,10.0
EWR,12/19/2013,14,33.08,24.08,69.17,210,5.7539,6.621473042,0.0,1020.7,9.0
EWR,4/27/2013,20,68.0,26.06,20.52,160,8.05546,9.2700622588,0.0,1025.7,10.0
EWR,1/19/2013,2,28.04,10.94,48.15,210,6.90468,7.9457676504,0.0,1031.7,10.0
EWR,3/24/2013,0,41.0,15.08,34.47,310,14.96014,17.2158299092,0.0,1012.8,10.0
EWR,4/24/2013,22,64.04,51.08,62.71,150,12.65858,14.5672406924,0.0,1009.8,10.0
EWR,2/3/2013,1,24.98,19.04,77.82,290,9.20624,10.5943568672,0.0,1019.4,5.0
EWR,5/5/2013,3,50.0,41.0,71.07,110,5.7539,6.621473042,0.0,1025.9,10.0
EWR,11/12/2013,20,37.04,15.08,40.24,330,18.41248,21.1887137344,0.0,1023.0,10.0
EWR,4/9/2013,15,80.06,42.98,26.87,280,19.56326,22.5130083428,0.0,1014.2,10.0
EWR,5/20/2013,9,59.0,59.0,100.0,0,0.0,0.0,0.0,NA,0.5
EWR,11/20/2013,2,37.94,21.02,50.14,330,11.5078,13.242946084,0.0,1026.2,10.0
EWR,9/6/2013,20,71.06,39.02,31.12,0,0.0,0.0,0.0,1021.2,10.0
EWR,6/22/2013,5,66.92,48.92,52.35,230,10.35702,11.9186514756,0.0,1024.3,10.0
EWR,5/13/2013,16,55.94,24.98,30.04,230,18.41248,21.1887137344,0.0,1017.2,10.0
EWR,2/23/2013,9,37.94,37.04,96.52,70,4.60312,5.2971784336,0.0,1022.0,4.0
EWR,3/21/2013,13,33.08,12.92,42.84,360,11.5078,13.242946084,0.0,1008.3,10.0
EWR,2/1/2013,4,30.02,8.06,39.03,260,14.96014,17.2158299092,0.0,1008.9,10.0
EWR,2/27/2013,19,46.4,44.6,93.4,280,5.7539,6.621473042,0.0,NA,2.5
EWR,2/6/2013,9,30.02,28.04,92.23,260,6.90468,7.9457676504,0.0,1014.5,3.0
EWR,8/26/2013,1,71.96,55.04,55.22,180,9.20624,10.5943568672,0.0,1024.4,10.0
EWR,8/19/2013,15,78.08,60.08,53.95,280,8.05546,9.2700622588,0.0,1018.7,10.0
EWR,4/11/2013,11,55.4,53.6,93.65,30,9.20624,10.5943568672,0.0,NA,8.0
EWR,3/18/2013,10,26.96,10.04,48.36,20,10.35702,11.9186514756,0.0,1029.3,10.0
EWR,12/29/2013,7,39.92,26.96,59.5,210,4.60312,5.2971784336,0.0,1017.8,10.0
EWR,3/26/2013,3,37.94,30.92,75.58,330,12.65858,14.5672406924,0.0,1002.0,10.0
EWR,9/19/2013,17,77.0,44.06,30.97,290,6.90468,7.9457676504,0.0,1019.9,10.0
EWR,12/29/2013,1,46.94,26.96,45.48,230,13.80936,15.8915353008,0.0,1019.9,10.0
EWR,10/12/2013,14,66.02,42.98,43.13,40,13.80936,15.8915353008,0.0,1021.8,10.0
EWR,12/22/2013,6,62.06,57.02,83.54,200,11.5078,13.242946084,0.0,1011.7,10.0
EWR,11/5/2013,4,39.92,26.06,57.33,10,4.60312,5.2971784336,0.0,1037.8,10.0
EWR,7/18/2013,0,87.98,71.06,57.39,150,4.60312,5.2971784336,0.0,1017.8,10.0
EWR,9/4/2013,12,69.08,57.02,65.44,300,8.05546,9.2700622588,0.0,1016.1,10.0
EWR,1/31/2013,21,39.02,17.06,40.57,270,31.07106,35.7559544268,0.0,1002.2,10.0
EWR,5/1/2013,20,62.96,42.98,48.0,140,10.35702,11.9186514756,0.0,1030.7,10.0
EWR,4/26/2013,1,55.04,37.04,50.58,180,6.90468,7.9457676504,0.0,1024.1,10.0
EWR,1/4/2013,3,28.94,17.06,60.69,230,10.35702,11.9186514756,0.0,1019.0,10.0
EWR,3/31/2013,23,46.4,42.8,87.19,130,11.5078,13.242946084,0.0,NA,10.0
EWR,6/23/2013,1,73.94,59.0,59.58,180,8.05546,9.2700622588,0.0,1021.3,10.0
EWR,8/8/2013,21,75.2,71.6,88.59,140,11.5078,13.242946084,0.0,NA,9.0
EWR,2/5/2013,1,24.98,10.04,52.5,210,4.60312,5.2971784336,0.0,1015.1,10.0
EWR,5/23/2013,16,80.6,64.4,57.84,200,25.31716,29.1344813848,0.0,NA,10.0
EWR,7/15/2013,7,78.08,69.98,76.19,250,8.05546,9.2700622588,0.0,1023.9,10.0
EWR,11/18/2013,10,59.0,53.06,80.64,240,3.45234,3.9728838252,0.0,1004.0,10.0
EWR,10/11/2013,20,66.2,57.2,72.74,40,13.80936,15.8915353008,0.0,NA,10.0
EWR,3/24/2013,1,39.92,15.98,37.38,310,14.96014,17.2158299092,0.0,1013.1,10.0
EWR,4/7/2013,9,39.02,30.92,72.46,190,8.05546,9.2700622588,0.0,1025.5,10.0
EWR,6/24/2013,18,93.92,62.06,34.88,260,13.80936,15.8915353008,0.0,1014.9,10.0
EWR,8/6/2013,5,69.08,53.96,58.56,250,4.60312,5.2971784336,0.0,1017.4,10.0
EWR,4/26/2013,18,64.04,26.06,23.54,NA,4.60312,5.2971784336,0.0,1027.5,10.0
EWR,11/20/2013,21,37.04,12.02,35.17,20,8.05546,9.2700622588,0.0,1034.9,10.0
EWR,12/3/2013,3,39.92,35.96,85.61,20,4.60312,5.2971784336,0.0,1013.1,8.0
EWR,6/14/2013,9,55.94,51.08,83.69,350,18.41248,21.1887137344,0.0,1004.6,10.0
EWR,3/22/2013,19,42.08,15.98,34.38,280,18.41248,21.1887137344,0.0,1008.6,10.0
EWR,10/9/2013,6,53.06,44.06,71.4,20,8.05546,9.2700622588,0.0,1027.2,10.0
EWR,8/14/2013,17,75.92,50.0,40.16,300,18.41248,21.1887137344,0.0,1012.0,10.0
EWR,10/4/2013,17,87.98,62.06,42.02,290,10.35702,11.9186514756,0.0,1015.2,10.0
EWR,9/15/2013,0,57.02,44.96,63.97,280,10.35702,11.9186514756,0.0,1019.5,10.0
EWR,2/24/2013,16,46.4,35.6,65.83,310,18.41248,21.1887137344,0.0,NA,10.0
EWR,7/19/2013,18,98.96,71.06,40.82,250,20.71404,23.8373029512,0.0,1011.0,10.0
EWR,9/4/2013,3,69.98,57.02,63.45,340,6.90468,7.9457676504,0.0,1012.3,10.0
EWR,8/17/2013,18,80.96,55.04,40.94,NA,6.90468,7.9457676504,0.0,1023.8,10.0
EWR,2/23/2013,18,42.08,41.0,95.92,20,8.05546,9.2700622588,0.02,1015.3,0.25
EWR,10/17/2013,20,71.06,60.08,68.25,170,9.20624,10.5943568672,0.0,1008.7,10.0
EWR,1/20/2013,3,44.06,28.04,53.03,220,17.2617,19.864419126,0.0,1014.4,10.0
EWR,10/22/2013,4,53.96,46.04,74.48,200,8.05546,9.2700622588,0.0,1015.2,10.0
EWR,8/20/2013,13,78.08,64.04,62.05,0,0.0,0.0,0.0,1020.0,10.0
EWR,9/29/2013,22,64.04,51.98,64.84,160,6.90468,7.9457676504,0.0,1019.3,10.0
EWR,5/12/2013,8,62.06,51.08,67.24,240,3.45234,3.9728838252,0.0,1005.2,10.0
EWR,6/4/2013,22,75.92,39.02,26.43,290,14.96014,17.2158299092,0.0,1016.2,10.0
EWR,2/6/2013,10,30.2,26.6,86.28,260,6.90468,7.9457676504,0.0,NA,5.0
EWR,12/22/2013,16,69.08,59.0,70.26,240,13.80936,15.8915353008,0.0,1012.9,10.0
EWR,5/5/2013,7,48.2,39.2,70.88,70,8.05546,9.2700622588,0.0,NA,10.0
EWR,4/2/2013,12,37.04,15.08,40.24,280,10.35702,11.9186514756,0.0,1016.7,10.0
EWR,2/17/2013,11,28.04,1.94,31.98,320,19.56326,22.5130083428,0.0,1005.1,10.0
EWR,3/20/2013,8,32.0,17.96,55.72,260,9.20624,10.5943568672,0.0,1011.9,10.0
EWR,7/13/2013,6,69.08,68.0,96.36,30,9.20624,10.5943568672,0.01,1019.5,6.0
EWR,12/16/2013,18,30.02,10.94,44.41,300,13.80936,15.8915353008,0.0,1018.5,10.0
EWR,4/8/2013,17,71.06,39.92,32.23,140,9.20624,10.5943568672,0.0,1016.9,10.0
EWR,1/27/2013,2,21.92,6.98,52.01,320,13.80936,15.8915353008,0.0,1027.5,10.0
EWR,11/5/2013,2,42.98,21.92,42.84,60,3.45234,3.9728838252,0.0,1038.1,10.0
EWR,9/22/2013,16,68.0,46.04,45.26,310,13.80936,15.8915353008,0.0,1008.3,10.0
EWR,10/18/2013,14,64.04,42.98,46.22,300,12.65858,14.5672406924,0.0,1012.2,10.0
EWR,3/27/2013,17,48.02,24.98,40.22,290,17.2617,19.864419126,0.0,1012.2,10.0
EWR,9/11/2013,7,75.92,71.96,87.55,220,8.05546,9.2700622588,0.0,1018.5,8.0
EWR,12/22/2013,21,64.94,55.94,72.62,200,20.71404,23.8373029512,0.0,1012.2,10.0
EWR,9/3/2013,7,73.94,71.06,90.73,0,0.0,0.0,0.0,1006.5,10.0
EWR,12/24/2013,13,33.98,21.02,58.66,340,12.65858,14.5672406924,0.0,1021.7,10.0
EWR,10/21/2013,19,68.0,35.06,29.56,220,12.65858,14.5672406924,0.0,1016.7,10.0
EWR,10/18/2013,17,69.08,42.08,37.49,280,14.96014,17.2158299092,0.0,1011.3,10.0
EWR,8/6/2013,17,80.06,51.98,37.69,150,12.65858,14.5672406924,0.0,1018.9,10.0
EWR,3/2/2013,8,33.98,24.08,66.72,290,11.5078,13.242946084,0.0,1008.6,10.0
EWR,4/30/2013,6,51.8,48.2,87.47,120,4.60312,5.2971784336,0.0,NA,8.0
EWR,1/16/2013,23,35.96,33.98,92.43,210,10.35702,11.9186514756,0.0,1012.6,7.0
EWR,4/27/2013,15,62.96,26.06,24.45,NA,4.60312,5.2971784336,0.0,1029.4,10.0
EWR,4/10/2013,2,71.06,37.04,28.79,120,5.7539,6.621473042,0.0,1012.9,10.0
EWR,2/19/2013,15,44.06,24.98,46.73,170,5.7539,6.621473042,0.0,1015.4,10.0
EWR,6/25/2013,18,93.02,64.94,39.68,250,16.11092,18.5401245176,0.0,1011.3,10.0
EWR,9/3/2013,13,75.2,69.8,83.32,310,6.90468,7.9457676504,0.0,NA,9.0
EWR,9/26/2013,13,62.6,55.4,77.29,20,13.80936,15.8915353008,0.0,NA,10.0
EWR,8/9/2013,21,82.94,75.02,77.07,240,9.20624,10.5943568672,0.0,1009.6,9.0
EWR,7/21/2013,21,82.94,62.06,49.37,160,8.05546,9.2700622588,0.0,1012.9,10.0
EWR,4/27/2013,12,53.96,28.04,36.63,40,8.05546,9.2700622588,0.0,1030.4,10.0
EWR,8/1/2013,5,71.6,62.6,73.27,0,0.0,0.0,0.0,NA,10.0
EWR,9/2/2013,5,75.2,73.4,94.14,130,3.45234,3.9728838252,0.0,NA,8.0
EWR,11/27/2013,17,44.06,39.02,82.31,320,12.65858,14.5672406924,0.0,995.1,10.0
EWR,2/27/2013,21,48.2,41.0,76.01,250,16.11092,18.5401245176,0.0,NA,10.0
EWR,5/25/2013,5,46.94,41.0,79.7,310,11.5078,13.242946084,0.0,1013.2,10.0
EWR,5/23/2013,21,75.02,69.08,81.79,230,9.20624,10.5943568672,0.0,1009.3,9.0
EWR,8/24/2013,14,73.04,51.98,47.59,10,9.20624,10.5943568672,0.0,1026.0,10.0
EWR,11/18/2013,19,66.02,28.04,23.84,260,17.2617,19.864419126,0.0,1003.2,10.0
EWR,5/13/2013,12,51.98,28.04,39.4,280,17.2617,19.864419126,0.0,1017.3,10.0
EWR,2/20/2013,12,30.92,14.0,49.01,280,25.31716,29.1344813848,0.0,1010.9,10.0
EWR,4/4/2013,1,39.02,8.06,27.27,310,17.2617,19.864419126,0.0,1025.5,10.0
EWR,7/11/2013,5,80.96,73.04,76.9,230,8.05546,9.2700622588,0.0,1009.3,10.0
EWR,1/25/2013,6,14.0,-2.92,46.17,300,12.65858,14.5672406924,0.0,1030.3,10.0
EWR,3/14/2013,8,32.0,10.94,40.99,300,18.41248,21.1887137344,0.0,1012.8,10.0
EWR,11/16/2013,16,57.02,42.98,59.31,140,4.60312,5.2971784336,0.0,1026.0,10.0
EWR,8/9/2013,2,75.02,69.98,84.34,190,10.35702,11.9186514756,0.0,1016.9,10.0
EWR,7/11/2013,8,80.06,71.96,76.36,200,6.90468,7.9457676504,0.0,1009.1,10.0
EWR,4/3/2013,18,46.94,8.06,20.12,290,16.11092,18.5401245176,0.0,1019.6,10.0
EWR,9/8/2013,0,73.94,48.02,39.85,220,6.90468,7.9457676504,0.0,1013.5,10.0
EWR,8/26/2013,20,82.94,62.96,50.97,250,14.96014,17.2158299092,0.0,1015.1,10.0
EWR,7/6/2013,12,84.02,73.94,71.78,240,9.20624,10.5943568672,0.0,1020.6,10.0
EWR,11/24/2013,8,24.08,1.04,36.14,290,21.86482,25.1615975596,0.0,1018.2,10.0
EWR,6/26/2013,7,73.94,68.0,81.71,270,13.80936,15.8915353008,0.0,1009.1,10.0
EWR,8/27/2013,2,75.92,68.0,76.48,240,8.05546,9.2700622588,0.0,1013.9,10.0
EWR,4/3/2013,2,39.02,10.04,29.8,260,12.65858,14.5672406924,0.0,1018.3,10.0
EWR,10/15/2013,17,69.98,50.0,49.07,110,5.7539,6.621473042,0.0,1021.7,10.0
EWR,4/14/2013,9,48.02,39.92,73.39,280,6.90468,7.9457676504,0.0,1015.6,10.0
EWR,7/16/2013,16,93.02,62.96,37.02,360,12.65858,14.5672406924,0.0,1021.5,10.0
EWR,2/8/2013,19,33.8,30.2,86.49,30,25.31716,29.1344813848,0.0,NA,4.0
EWR,5/4/2013,14,62.96,37.94,39.47,50,10.35702,11.9186514756,0.0,1026.3,10.0
